employee_id,first_name,last_name,full_name,age,nationality,location,department,position,level,salary,bonus,arrears,conveyance_charge,monthly_lunch_plan,quarterly_spend_voucher,project_id
EMP-00189,Victoria,Taylor,Victoria Taylor,52,American,Sydney,Operations,Operations Scientist,L1,41940,4464,0,3190,1991,3257,PRJ-103
EMP-00190,Sally,Oneal,Sally Oneal,45,Indian,Munich,Customer Support,Customer Support Lead,L2,135389,9461,3176,2739,3443,10565,PRJ-104
EMP-00191,James,Lucas,James Lucas,22,American,London,Customer Support,Customer Support Associate,L7,113645,18013,0,4286,1931,13643,PRJ-101
EMP-00192,Janet,Hanson,Janet Hanson,23,Australian,Delhi,Data & AI,Data & AI Associate,L3,44410,7738,0,1441,3736,14445,PRJ-101
EMP-00193,David,Flores,David Flores,26,British,Delhi,Data & AI,Data & AI Executive,L2,86675,7893,3886,3032,2516,3001,PRJ-102
EMP-00194,Michael,Vasquez,Michael Vasquez,25,American,Toronto,Customer Support,Customer Support Lead,L9,101958,17754,0,3121,3269,12057,PRJ-105
EMP-00195,Michael,Oneal,Michael Oneal,52,Canadian,Pune,Finance,Finance Analyst,L10,62480,9533,0,4825,3059,13234,PRJ-103
EMP-00196,Jeremy,Williams,Jeremy Williams,50,German,Munich,Data & AI,Data & AI Manager,L5,80877,10928,0,1227,1578,11360,PRJ-104
EMP-00197,David,Hanson,David Hanson,24,American,Toronto,Finance,Finance Engineer,L2,61985,10898,0,1128,1490,5300,PRJ-101
EMP-00198,Victoria,Davis,Victoria Davis,27,Canadian,Delhi,Data & AI,Data & AI Manager,L4,110588,15927,0,1830,1938,12273,PRJ-104
EMP-00199,John,Johnson,John Johnson,44,Canadian,New York,HR,HR Lead,L8,148998,19183,0,3460,1425,3592,PRJ-103
EMP-00200,Sally,Williams,Sally Williams,57,Canadian,Delhi,Data & AI,Data & AI Director,L1,142969,22155,0,3683,2573,7206,PRJ-103
EMP-00201,John,Williams,John Williams,38,American,Chennai,Sales & Marketing,Sales & Marketing Analyst,L2,76452,9002,2386,2385,3588,12058,PRJ-104
EMP-00202,Victoria,Smith,Victoria Smith,53,Australian,Sydney,Sales & Marketing,Sales & Marketing Analyst,L1,104373,18456,0,1107,3397,12190,PRJ-101
EMP-00203,Sarah,Flores,Sarah Flores,42,British,London,Finance,Finance Associate,L6,94672,15947,2298,2074,2302,6338,PRJ-105
EMP-00204,Joshua,Bruce,Joshua Bruce,26,German,New York,Product,Product Scientist,L8,130888,10576,0,4759,3790,8664,PRJ-105
EMP-00205,Sally,Vasquez,Sally Vasquez,57,American,Manchester,Data & AI,Data & AI Scientist,L10,42591,7749,0,2507,1708,13283,PRJ-103
EMP-00206,Briana,Flores,Briana Flores,29,British,New York,Finance,Finance Lead,L3,62002,12158,1729,3050,2551,9660,PRJ-102
EMP-00207,Stephen,Vasquez,Stephen Vasquez,29,British,London,Sales & Marketing,Sales & Marketing Associate,L3,126367,20073,0,2908,3078,14690,PRJ-101
EMP-00208,Adam,Dixon,Adam Dixon,55,Canadian,New York,Product,Product Executive,L8,42977,5655,3278,4715,3250,3256,PRJ-101
EMP-00209,Adam,Hanson,Adam Hanson,24,Australian,London,Engineering,Engineering Analyst,L8,140165,11632,0,3832,1648,11957,PRJ-103
EMP-00210,Briana,Vasquez,Briana Vasquez,54,American,Berlin,HR,HR Director,L9,84844,4289,0,3320,1873,10850,PRJ-102
EMP-00211,John,Davis,John Davis,48,British,Berlin,Data & AI,Data & AI Lead,L7,90600,13281,0,4305,3004,11986,PRJ-105
EMP-00212,James,Davis,James Davis,49,American,London,Operations,Operations Associate,L9,79630,10269,0,2499,3022,4415,PRJ-105
EMP-00213,Sarah,Vasquez,Sarah Vasquez,28,British,Berlin,Customer Support,Customer Support Manager,L5,65251,6894,3923,1230,2621,7112,PRJ-103
EMP-00214,John,Smith,John Smith,48,German,New York,Sales & Marketing,Sales & Marketing Director,L1,90174,9733,0,3878,1663,13158,PRJ-104
EMP-00215,Janet,Bruce,Janet Bruce,53,Canadian,Chennai,HR,HR Executive,L3,131390,12350,1900,3761,1449,3521,PRJ-101
EMP-00216,Briana,Graves,Briana Graves,29,Canadian,London,Customer Support,Customer Support Director,L4,95045,14954,0,2188,3956,6634,PRJ-103
EMP-00217,James,Graves,James Graves,23,American,Pune,Sales & Marketing,Sales & Marketing Analyst,L4,148922,8132,3775,1936,2760,8106,PRJ-103
EMP-00218,James,Vasquez,James Vasquez,37,German,Chennai,Operations,Operations Associate,L4,132227,10055,0,2078,3408,8215,PRJ-104
EMP-00219,Joshua,Lucas,Joshua Lucas,41,British,New York,Engineering,Engineering Analyst,L2,62100,10242,0,3105,3844,7548,PRJ-104
EMP-00220,Stephen,Graves,Stephen Graves,45,British,Sydney,Customer Support,Customer Support Engineer,L9,105032,11986,4841,3883,3179,8324,PRJ-101
EMP-00221,James,Smith,James Smith,23,British,Chennai,Data & AI,Data & AI Associate,L8,139332,17424,0,3946,3960,10027,PRJ-105
EMP-00222,Sarah,Vasquez,Sarah Vasquez,49,British,Sydney,Finance,Finance Manager,L3,136472,9723,0,2833,1182,4718,PRJ-102
EMP-00223,Stephen,Lucas,Stephen Lucas,31,Australian,Pune,Sales & Marketing,Sales & Marketing Director,L1,73400,11714,1661,1195,1321,6754,PRJ-105
EMP-00224,James,Williams,James Williams,45,Australian,Berlin,Finance,Finance Executive,L7,42974,4674,0,3707,3225,9236,PRJ-101
EMP-00225,David,Vasquez,David Vasquez,32,Australian,Toronto,Engineering,Engineering Director,L6,41816,5065,0,3876,1971,9230,PRJ-105
EMP-00226,James,Lucas,James Lucas,56,Indian,Manchester,Engineering,Engineering Associate,L1,83497,11499,4877,2382,2122,9027,PRJ-104
EMP-00227,Janet,Lucas,Janet Lucas,59,Indian,New York,Product,Product Engineer,L9,55882,3289,0,4999,1614,12467,PRJ-104
EMP-00228,John,Davis,John Davis,46,British,Manchester,Operations,Operations Associate,L2,146158,14979,0,1324,2086,3728,PRJ-101
EMP-00229,Briana,Lucas,Briana Lucas,34,German,Manchester,Data & AI,Data & AI Engineer,L9,41596,2876,4526,2328,3452,11377,PRJ-105
EMP-00230,John,Lucas,John Lucas,57,Australian,Sydney,Finance,Finance Manager,L6,149972,16337,1714,4825,2032,14987,PRJ-103
EMP-00231,Victoria,Taylor,Victoria Taylor,56,Indian,New York,Engineering,Engineering Executive,L2,53819,10330,0,3931,1261,12994,PRJ-102
EMP-00232,Adam,Bruce,Adam Bruce,23,German,New York,Engineering,Engineering Director,L7,81738,14050,0,2124,1388,6839,PRJ-102
EMP-00233,Victoria,Williams,Victoria Williams,30,German,London,Engineering,Engineering Manager,L3,52694,6823,0,3216,3254,11121,PRJ-102
EMP-00234,Sarah,Vasquez,Sarah Vasquez,36,British,New York,Finance,Finance Analyst,L10,90157,16201,0,2068,1064,12744,PRJ-104
EMP-00235,Sarah,Davis,Sarah Davis,38,American,Manchester,Customer Support,Customer Support Analyst,L3,136910,15010,0,2763,1928,7519,PRJ-102
EMP-00236,Joshua,Hanson,Joshua Hanson,52,Indian,Chennai,Finance,Finance Lead,L4,108535,16918,0,3750,1871,3180,PRJ-102
EMP-00237,Joshua,Bruce,Joshua Bruce,53,German,London,Engineering,Engineering Director,L7,51724,6011,0,3046,3144,4237,PRJ-102
EMP-00238,Jeremy,Williams,Jeremy Williams,41,British,Delhi,Engineering,Engineering Director,L3,96135,18888,0,4150,2798,6412,PRJ-102
EMP-00239,Joshua,Graves,Joshua Graves,29,British,Manchester,HR,HR Analyst,L8,138306,25204,0,3366,2314,5230,PRJ-105
EMP-00240,Janet,Williams,Janet Williams,49,Indian,Berlin,Engineering,Engineering Director,L7,102733,18774,4926,1217,3178,4423,PRJ-102
EMP-00241,Sally,Davis,Sally Davis,25,Indian,London,Finance,Finance Scientist,L6,137019,26042,3246,3464,1397,11554,PRJ-102
EMP-00242,Victoria,Taylor,Victoria Taylor,26,Australian,Toronto,Sales & Marketing,Sales & Marketing Executive,L5,61608,5192,0,2673,3277,7723,PRJ-104
EMP-00243,Adam,Davis,Adam Davis,56,American,Chennai,Sales & Marketing,Sales & Marketing Lead,L9,147953,28070,0,4288,2817,4631,PRJ-104
EMP-00244,John,Smith,John Smith,52,Canadian,Munich,Product,Product Executive,L8,81369,8805,0,3905,2643,10532,PRJ-102
EMP-00245,Victoria,Vasquez,Victoria Vasquez,41,German,Toronto,Customer Support,Customer Support Lead,L1,141298,8382,0,2341,2141,14612,PRJ-101
EMP-00246,Briana,Dixon,Briana Dixon,45,British,Berlin,HR,HR Director,L9,70852,13535,3718,3118,1213,12714,PRJ-104
EMP-00247,Adam,Hanson,Adam Hanson,46,British,Toronto,Engineering,Engineering Engineer,L9,123413,10259,0,1822,3686,6959,PRJ-101
EMP-00248,Joshua,Hanson,Joshua Hanson,43,Indian,Delhi,Engineering,Engineering Analyst,L6,112060,12255,2915,4171,3426,13721,PRJ-105
EMP-00249,Sally,Hanson,Sally Hanson,56,Indian,Sydney,Engineering,Engineering Director,L1,108955,20778,0,2104,1643,4831,PRJ-105
EMP-00250,Briana,Flores,Briana Flores,30,Canadian,London,Finance,Finance Scientist,L1,96542,6733,0,1715,1022,10675,PRJ-104
EMP-00251,James,Johnson,James Johnson,59,German,Delhi,Engineering,Engineering Scientist,L6,56999,9842,0,4480,1734,7760,PRJ-102
EMP-00252,Stephen,Graves,Stephen Graves,29,Indian,Manchester,Operations,Operations Director,L9,46468,8649,0,2518,2561,5165,PRJ-101
EMP-00253,Adam,Davis,Adam Davis,58,German,Munich,Data & AI,Data & AI Lead,L8,115430,18644,0,2340,3915,2955,PRJ-103
EMP-00254,Victoria,Davis,Victoria Davis,48,American,Toronto,Engineering,Engineering Associate,L1,95155,5700,0,4318,1499,3360,PRJ-105
EMP-00255,Jeremy,Davis,Jeremy Davis,43,German,Sydney,Finance,Finance Engineer,L2,44220,5539,1096,1706,1199,2208,PRJ-103
EMP-00256,Michael,Flores,Michael Flores,37,American,Pune,Engineering,Engineering Lead,L5,84031,16171,0,3477,1382,9054,PRJ-103
EMP-00257,Janet,Bruce,Janet Bruce,45,Australian,Pune,Data & AI,Data & AI Lead,L10,52404,4413,0,4283,1992,8970,PRJ-102
EMP-00258,Stephen,Dixon,Stephen Dixon,30,German,Toronto,HR,HR Director,L1,106100,19925,0,1133,2204,9663,PRJ-105
EMP-00259,Sally,Vasquez,Sally Vasquez,50,American,Delhi,Customer Support,Customer Support Lead,L1,107814,15994,0,1764,3765,2726,PRJ-102
EMP-00260,Janet,Bruce,Janet Bruce,60,Australian,Munich,Data & AI,Data & AI Director,L4,142446,26550,3343,3697,2006,8604,PRJ-101
EMP-00261,Jeremy,Graves,Jeremy Graves,45,Canadian,New York,Engineering,Engineering Executive,L5,100913,18009,0,2817,2385,12774,PRJ-105
EMP-00262,Victoria,Graves,Victoria Graves,26,Canadian,Toronto,Sales & Marketing,Sales & Marketing Scientist,L7,42517,7250,0,2506,1982,4308,PRJ-101
EMP-00263,John,Lucas,John Lucas,44,Indian,Sydney,Product,Product Analyst,L4,137442,19621,3358,2073,1049,9204,PRJ-103
EMP-00264,Sally,Taylor,Sally Taylor,35,Canadian,Sydney,Engineering,Engineering Executive,L5,69978,9713,3840,2640,2733,3360,PRJ-103
EMP-00265,Stephen,Hanson,Stephen Hanson,55,Australian,Berlin,HR,HR Director,L3,75269,8075,0,4930,2127,10853,PRJ-102
EMP-00266,Sally,Hanson,Sally Hanson,23,German,Delhi,HR,HR Manager,L5,75552,10063,1496,2401,1293,11122,PRJ-104
EMP-00267,Michael,Taylor,Michael Taylor,48,Australian,New York,Operations,Operations Analyst,L10,45128,3698,0,1455,2097,13190,PRJ-102
EMP-00268,John,Lucas,John Lucas,42,German,Delhi,Finance,Finance Executive,L1,113351,10882,0,2807,1952,5748,PRJ-102
EMP-00269,Stephen,Taylor,Stephen Taylor,34,Indian,Pune,Data & AI,Data & AI Lead,L1,93200,13545,1432,1011,1328,12264,PRJ-105
EMP-00270,Sarah,Dixon,Sarah Dixon,49,British,Chennai,Operations,Operations Director,L9,121736,13339,0,1259,3990,5384,PRJ-101
EMP-00271,Sally,Flores,Sally Flores,27,American,New York,Data & AI,Data & AI Analyst,L9,140587,20011,0,3888,1472,8165,PRJ-105
EMP-00272,Adam,Oneal,Adam Oneal,38,Indian,Munich,HR,HR Manager,L7,146853,29138,0,1974,3338,6399,PRJ-104
EMP-00273,Stephen,Williams,Stephen Williams,22,Indian,Manchester,Finance,Finance Manager,L1,114904,13815,0,3317,3713,8659,PRJ-104
EMP-00274,Jeremy,Johnson,Jeremy Johnson,50,Indian,Sydney,Data & AI,Data & AI Lead,L6,98812,18072,0,3733,3660,13026,PRJ-101
EMP-00275,Victoria,Williams,Victoria Williams,56,Australian,Berlin,Finance,Finance Lead,L10,147008,9547,0,1338,3311,7472,PRJ-103
EMP-00276,David,Oneal,David Oneal,38,American,Berlin,Customer Support,Customer Support Associate,L7,98749,15124,0,1983,2345,8782,PRJ-102
EMP-00277,Adam,Hanson,Adam Hanson,35,British,New York,Finance,Finance Executive,L3,61866,10718,0,4818,2252,8865,PRJ-105
EMP-00278,Briana,Davis,Briana Davis,48,German,London,Finance,Finance Lead,L2,83205,16475,3871,1612,3647,14259,PRJ-102
EMP-00279,Adam,Lucas,Adam Lucas,22,American,Chennai,Finance,Finance Executive,L6,98874,6464,0,3624,3925,11348,PRJ-104
EMP-00280,John,Smith,John Smith,39,American,Toronto,HR,HR Engineer,L7,127472,25177,0,1933,3848,11912,PRJ-103
EMP-00281,Michael,Bruce,Michael Bruce,22,German,Munich,Data & AI,Data & AI Engineer,L5,80939,15313,0,4923,1904,6510,PRJ-103
EMP-00282,John,Bruce,John Bruce,36,American,Pune,Data & AI,Data & AI Associate,L6,46288,4712,0,4755,2295,8403,PRJ-101
EMP-00283,Stephen,Dixon,Stephen Dixon,50,Canadian,Toronto,Sales & Marketing,Sales & Marketing Executive,L8,114581,13913,0,1357,1124,4024,PRJ-104
EMP-00284,Sarah,Flores,Sarah Flores,24,German,Munich,Finance,Finance Associate,L8,114597,15070,0,2909,1402,3754,PRJ-104
EMP-00285,Stephen,Graves,Stephen Graves,52,Canadian,Chennai,Product,Product Analyst,L5,125444,8894,0,3337,1098,6308,PRJ-104
EMP-00286,Stephen,Hanson,Stephen Hanson,25,Canadian,Berlin,Engineering,Engineering Analyst,L8,87314,9931,0,4189,2200,4943,PRJ-105
EMP-00287,John,Hanson,John Hanson,45,Canadian,Chennai,HR,HR Lead,L3,85563,15036,0,2505,3233,3568,PRJ-102
EMP-00288,John,Smith,John Smith,36,Canadian,Toronto,Finance,Finance Manager,L6,111952,11259,1029,3685,2177,12916,PRJ-103
EMP-00289,Adam,Graves,Adam Graves,50,Canadian,London,HR,HR Manager,L7,64054,3906,0,4332,1820,4631,PRJ-103
EMP-00290,Adam,Williams,Adam Williams,53,Canadian,Munich,Operations,Operations Executive,L10,65399,5542,0,3124,1700,7435,PRJ-103
EMP-00291,Briana,Vasquez,Briana Vasquez,58,British,Delhi,Engineering,Engineering Director,L1,90613,17391,0,2661,3476,10994,PRJ-105
EMP-00292,Stephen,Bruce,Stephen Bruce,32,Indian,Toronto,Sales & Marketing,Sales & Marketing Engineer,L1,48411,9214,0,3282,2184,5930,PRJ-102
EMP-00293,Jeremy,Bruce,Jeremy Bruce,23,Australian,Delhi,Operations,Operations Scientist,L6,46114,8051,0,2564,1505,10221,PRJ-104
EMP-00294,Victoria,Taylor,Victoria Taylor,52,American,Berlin,Operations,Operations Director,L7,52385,5774,0,1483,3352,3092,PRJ-101
EMP-00295,Jeremy,Oneal,Jeremy Oneal,53,German,London,Sales & Marketing,Sales & Marketing Associate,L8,56172,6291,2294,3384,3943,12432,PRJ-102
EMP-00296,Michael,Flores,Michael Flores,24,Indian,London,Engineering,Engineering Manager,L3,99407,11554,3468,2255,1830,11239,PRJ-104
EMP-00297,John,Bruce,John Bruce,21,Indian,Toronto,Engineering,Engineering Director,L2,142121,13147,3007,2285,1738,12556,PRJ-102
EMP-00298,Victoria,Taylor,Victoria Taylor,30,Indian,London,HR,HR Executive,L9,110003,5629,1537,2398,2381,9108,PRJ-101
EMP-00299,Stephen,Hanson,Stephen Hanson,47,Canadian,Sydney,Data & AI,Data & AI Associate,L1,144024,16752,0,2705,3177,4374,PRJ-104
EMP-00300,Stephen,Williams,Stephen Williams,49,Indian,Manchester,Engineering,Engineering Analyst,L5,56174,9917,0,1858,1019,6208,PRJ-101
EMP-00301,Janet,Graves,Janet Graves,39,Australian,Pune,Engineering,Engineering Manager,L7,135491,10925,0,2563,2726,14049,PRJ-103
EMP-00302,Michael,Flores,Michael Flores,22,British,Berlin,Engineering,Engineering Executive,L1,140209,7413,0,1541,2527,9322,PRJ-105
EMP-00303,David,Vasquez,David Vasquez,22,Indian,Munich,Operations,Operations Manager,L6,126907,18980,0,4814,2745,3966,PRJ-102
EMP-00304,Michael,Flores,Michael Flores,59,British,New York,Customer Support,Customer Support Lead,L10,129377,8767,0,3390,1053,10856,PRJ-101
EMP-00305,Michael,Taylor,Michael Taylor,50,British,Berlin,Sales & Marketing,Sales & Marketing Director,L2,142784,27483,0,4664,2155,12746,PRJ-102
EMP-00306,Jeremy,Flores,Jeremy Flores,22,Australian,New York,Finance,Finance Manager,L6,100733,14100,2043,3859,3555,8555,PRJ-101
EMP-00307,Joshua,Lucas,Joshua Lucas,54,Canadian,Toronto,Product,Product Executive,L10,109356,5982,1596,1140,1005,10917,PRJ-103
EMP-00308,Stephen,Vasquez,Stephen Vasquez,55,Canadian,Sydney,Operations,Operations Director,L8,66608,6374,0,2958,2139,6223,PRJ-105
EMP-00309,Victoria,Bruce,Victoria Bruce,39,American,Pune,Finance,Finance Analyst,L9,96224,10060,0,3123,2916,3511,PRJ-103
EMP-00310,James,Hanson,James Hanson,32,Canadian,Munich,HR,HR Engineer,L3,128178,23816,0,4668,2004,13534,PRJ-102
EMP-00311,Sally,Williams,Sally Williams,22,German,Toronto,Data & AI,Data & AI Scientist,L3,141861,12531,0,1746,2364,4268,PRJ-104
EMP-00312,Briana,Hanson,Briana Hanson,44,Indian,Sydney,Data & AI,Data & AI Engineer,L1,75069,5804,0,4441,1740,6462,PRJ-101
EMP-00313,Stephen,Johnson,Stephen Johnson,57,German,Berlin,Data & AI,Data & AI Manager,L10,42977,5617,4399,2150,3286,5322,PRJ-105
EMP-00314,Adam,Vasquez,Adam Vasquez,33,German,New York,Operations,Operations Executive,L4,114179,6437,0,4942,2665,8238,PRJ-103
EMP-00315,Joshua,Taylor,Joshua Taylor,58,Indian,Toronto,Operations,Operations Engineer,L4,76774,7304,0,2227,2514,2226,PRJ-102
EMP-00316,Jeremy,Vasquez,Jeremy Vasquez,58,Indian,Munich,Engineering,Engineering Manager,L10,72874,4804,0,2087,2693,6160,PRJ-104
EMP-00317,Sarah,Johnson,Sarah Johnson,43,Indian,Toronto,Data & AI,Data & AI Lead,L1,128659,11451,0,3315,2724,11107,PRJ-101
EMP-00318,Janet,Flores,Janet Flores,46,Canadian,New York,Operations,Operations Analyst,L6,139641,23421,0,3429,3356,8594,PRJ-102
EMP-00319,Sally,Johnson,Sally Johnson,27,Canadian,Munich,Product,Product Analyst,L1,64213,3237,4795,1569,2461,4637,PRJ-101
EMP-00320,Sarah,Davis,Sarah Davis,35,British,Munich,Engineering,Engineering Executive,L9,89722,10764,0,1957,2175,14865,PRJ-105
EMP-00321,Adam,Johnson,Adam Johnson,21,Indian,Delhi,Customer Support,Customer Support Lead,L4,134000,19782,0,2687,3539,3377,PRJ-104
EMP-00322,Victoria,Davis,Victoria Davis,51,American,Munich,Finance,Finance Lead,L4,102182,12904,0,3790,1572,13961,PRJ-105
EMP-00323,Sally,Bruce,Sally Bruce,37,German,Delhi,Operations,Operations Lead,L3,114447,10508,0,2862,3349,8297,PRJ-102
EMP-00324,Jeremy,Flores,Jeremy Flores,60,British,Manchester,Product,Product Manager,L5,137382,23560,0,4728,2995,7920,PRJ-103
EMP-00325,Jeremy,Williams,Jeremy Williams,48,Australian,Delhi,Finance,Finance Executive,L2,103623,10131,3208,4320,2228,11348,PRJ-101
EMP-00326,Briana,Smith,Briana Smith,44,German,Chennai,Data & AI,Data & AI Analyst,L8,78113,10735,0,4566,3007,9439,PRJ-101
EMP-00327,Joshua,Hanson,Joshua Hanson,23,German,Munich,Customer Support,Customer Support Lead,L10,93159,7932,4172,3601,2087,13706,PRJ-104
EMP-00328,David,Davis,David Davis,58,American,Pune,Finance,Finance Executive,L6,71987,4741,2961,1448,1310,5034,PRJ-105
EMP-00329,Janet,Bruce,Janet Bruce,23,Canadian,Manchester,Product,Product Lead,L7,90810,14317,0,4801,3989,13637,PRJ-101
EMP-00330,Briana,Bruce,Briana Bruce,60,Canadian,Berlin,Product,Product Associate,L10,110203,7938,0,3926,3089,12888,PRJ-101
EMP-00331,Stephen,Hanson,Stephen Hanson,43,Indian,Delhi,Sales & Marketing,Sales & Marketing Engineer,L4,40748,5396,4609,1852,2737,7543,PRJ-103
EMP-00332,Michael,Lucas,Michael Lucas,21,American,Pune,Product,Product Manager,L3,65802,12123,3618,1174,2287,7998,PRJ-103
EMP-00333,Stephen,Graves,Stephen Graves,35,British,Sydney,Sales & Marketing,Sales & Marketing Analyst,L5,145521,10422,0,1286,2606,7267,PRJ-101
EMP-00334,Stephen,Dixon,Stephen Dixon,25,American,Delhi,HR,HR Engineer,L1,50640,8587,0,3196,1117,13360,PRJ-102
EMP-00335,John,Hanson,John Hanson,44,German,Chennai,Product,Product Scientist,L4,113423,17781,3705,3033,3489,6802,PRJ-102
EMP-00336,Sarah,Bruce,Sarah Bruce,27,Australian,Toronto,HR,HR Executive,L4,54266,5961,4520,3392,1091,7465,PRJ-102
EMP-00337,Janet,Vasquez,Janet Vasquez,34,American,Munich,Operations,Operations Analyst,L8,114260,15010,0,3748,3060,14687,PRJ-102
EMP-00338,Joshua,Graves,Joshua Graves,56,Indian,Delhi,Engineering,Engineering Executive,L6,75688,9207,0,2527,3661,9480,PRJ-105
EMP-00339,Michael,Taylor,Michael Taylor,60,British,New York,Operations,Operations Manager,L4,104122,20603,0,2551,3993,4151,PRJ-104
EMP-00340,Joshua,Hanson,Joshua Hanson,39,Indian,Toronto,Sales & Marketing,Sales & Marketing Scientist,L5,108720,19260,0,1567,2461,10598,PRJ-105
EMP-00341,Jeremy,Lucas,Jeremy Lucas,29,Australian,New York,Sales & Marketing,Sales & Marketing Director,L1,68102,13603,0,3937,2915,8993,PRJ-104
EMP-00342,Jeremy,Taylor,Jeremy Taylor,34,American,New York,Customer Support,Customer Support Manager,L10,46482,9254,4711,3073,3851,4487,PRJ-103
EMP-00343,Janet,Hanson,Janet Hanson,57,German,Berlin,Engineering,Engineering Engineer,L10,143922,14451,0,1648,1278,6132,PRJ-104
EMP-00344,Joshua,Taylor,Joshua Taylor,33,Canadian,Berlin,Data & AI,Data & AI Engineer,L8,78162,8136,1020,4491,2702,7136,PRJ-102
EMP-00345,Adam,Taylor,Adam Taylor,35,Canadian,Sydney,Sales & Marketing,Sales & Marketing Director,L2,117271,16233,2262,2895,2831,8897,PRJ-104
EMP-00346,Sarah,Lucas,Sarah Lucas,40,Australian,Manchester,Customer Support,Customer Support Executive,L5,124719,16849,0,4752,1436,7621,PRJ-102
EMP-00347,Victoria,Smith,Victoria Smith,45,German,Munich,Product,Product Associate,L10,146249,19333,1776,4998,3495,11834,PRJ-103
EMP-00348,Jeremy,Lucas,Jeremy Lucas,40,German,Sydney,Finance,Finance Director,L7,149427,17385,0,3352,2840,9770,PRJ-101
EMP-00349,Jeremy,Vasquez,Jeremy Vasquez,37,Indian,London,Engineering,Engineering Scientist,L2,91985,17507,2917,4117,1844,4622,PRJ-103
